Deeply Under Construction.

row     status      agegrp      cond        duration
----------------------------------------------------
 86700  recovered   age60_79    56|72|102  
 86707  recovered   age60_79    55|76      
 86709  recovered   age60_79    52|73      
 86712  recovered   age60_79    58|89      
 86714  recovered   age60_79    56|115     
 86725  recovered   age60_79    48|74      
 86729  recovered   age60_79    34|88      
 86732  recovered   age60_79    60|77      
 86735  recovered   age60_79    42|61      
 86740  recovered   age60_79    58|86      
 86744  recovered   age60_79    49|61      
 86745  recovered   age60_79    47|63      
 86747  recovered   age60_79    42|56      
 86749  recovered   age60_79    53|71      
 86752  recovered   age60_79    66|81|96   
 86755  recovered   age60_79    58|68      
 86757  recovered   age60_79    34|64|98   
 86759  recovered   age60_79    41|64      
 86760  recovered   age60_79    52|77      
 86764  recovered   age60_79    59|74      
 86769  recovered   age60_79    63|79      
 86771  recovered   age60_79    47|73      
 86772  recovered   age60_79    53|91      
 86773  recovered   age60_79    57|68      
 86774  recovered   age60_79    54|69      
 86776  recovered   age60_79    25|44|77   
 86780  recovered   age60_79    61|75      
 86784  recovered   age60_79    57|68      
 86787  recovered   age60_79    53|82      
 86794  recovered   age60_79    65|80      
 86795  recovered   age60_79    47|99      
 86798  recovered   age60_79    58|91      
 86801  recovered   age60_79    40|52      
 86805  recovered   age60_79    52|71|80   
 86807  recovered   age60_79    55|82      
 86809  recovered   age60_79    34|81      
 86811  recovered   age60_79    28|75      
 86813  recovered   age60_79    73|91      
 86823  recovered   age60_79    49|75      
 86826  recovered   age60_79    57|81      
 86827  recovered   age60_79    74|86      
 86829  recovered   age60_79    60|76      
 86831  recovered   age60_79    46|73      
 86833  recovered   age60_79    30|59      
 86835  recovered   age60_79    48|69      
 86837  recovered   age60_79    65|76      
 86838  recovered   age60_79    64|79      
 86842  recovered   age60_79    53|69      
 86845  recovered   age60_79    61|77      
 86849  recovered   age60_79    59|72      
 86860  recovered   age60_79    70|83      
 86862  recovered   age60_79    37|78      
 86865  recovered   age60_79    50|66      
 86867  recovered   age60_79    70|96      
 86872  recovered   age60_79    32|84      
 86877  recovered   age60_79    53|98      
 86878  recovered   age60_79    55|67      
 86881  recovered   age60_79    75|101     
 86892  recovered   age60_79    40|64      
 86894  recovered   age60_79    49|62|94   
 86896  recovered   age60_79    60|81      
 86904  recovered   age60_79    49|75      
 86905  recovered   age60_79    53|69      
 86913  recovered   age60_79    36|86|100  
 86920  recovered   age60_79    47|65      
 86925  recovered   age60_79    47|74      
 86926  recovered   age60_79    53|76      
 86932  recovered   age60_79    62|84      
 86935  recovered   age60_79    41|62      
 86937  recovered   age60_79    49|69      
 86938  recovered   age60_79    49|69      
 86939  recovered   age60_79    69|121     
 86944  recovered   age60_79    51|87      
 86954  recovered   age60_79    53|68      
 86958  recovered   age60_79    47|68      
 86960  recovered   age60_79    50|66      
 86962  recovered   age60_79    53|77      
 86963  recovered   age60_79    52|99      
 86972  recovered   age60_79    55|67|95   
 86979  recovered   age60_79    49|69      
 86989  recovered   age60_79    49|71|91   
 86994  recovered   age60_79    44|56      
 86995  recovered   age60_79    57|67|88   
 86999  recovered   age60_79    49|72      
 87002  recovered   age60_79    48|80      
 87003  recovered   age60_79    43|74      
 87005  recovered   age60_79    57|70      
 87007  recovered   age60_79    53|68|81   
 87012  recovered   age60_79    58|70|96   
 87013  recovered   age60_79    56|93      
 87025  recovered   age60_79    41|74      
 87030  recovered   age60_79    52|68|89   
 87036  recovered   age60_79    49|68      
 87038  recovered   age60_79    67|82      
 87040  recovered   age60_79    54|76      
 87043  recovered   age60_79    54|73      
 87050  recovered   age60_79    74|87      
 87054  recovered   age60_79    47|87      
 87058  recovered   age60_79    53|66      
 87062  recovered   age60_79    52|62      
 87063  recovered   age60_79    41|77      
 87067  recovered   age60_79    62|84      
 87070  recovered   age60_79    59|87      
 87075  recovered   age60_79    48|65      
 87079  recovered   age60_79    59|74      
 87080  recovered   age60_79    42|64      
 87081  recovered   age60_79    52|71      
 87085  recovered   age60_79    51|69      
 87094  recovered   age60_79    53|90      
 87096  recovered   age60_79    63|97      
 87103  recovered   age60_79    68|89      
 87106  recovered   age60_79    49|65      
 87108  recovered   age60_79    42|59      
 87112  recovered   age60_79    54|69      
 87114  recovered   age60_79    36|79      
 87115  recovered   age60_79    37|48      
 87117  recovered   age60_79    44|65      
 87118  recovered   age60_79    62|104     
 87119  recovered   age60_79    49|65      
 87126  recovered   age60_79    39|74|98   
 87130  recovered   age60_79    41|64|78   
 87131  recovered   age60_79    55|65      
 87137  recovered   age60_79    53|66      
 87139  recovered   age60_79    89|109     
 87141  recovered   age60_79    51|82      
 87142  recovered   age60_79    56|80      
 87145  recovered   age60_79    56|77      
 87146  recovered   age60_79    55|66      
 87154  recovered   age60_79    52|77      
 87157  recovered   age60_79    49|65|103  
 87160  recovered   age60_79    58|75      
 87162  recovered   age60_79    37|52      
 87168  recovered   age60_79    52|88      
 87169  recovered   age60_79    39|76      
 87177  recovered   age60_79    48|64      
 87182  recovered   age60_79    53|82      
 87184  recovered   age60_79    45|61|81   
 87187  recovered   age60_79    51|71|111  
 87195  recovered   age60_79    55|72      
 87197  recovered   age60_79    48|68|107  
 87204  recovered   age60_79    52|77      
 87205  recovered   age60_79    50|68      
 87206  recovered   age60_79    75|88      
 87207  recovered   age60_79    61|86      
 87209  recovered   age60_79    53|76      
 87216  recovered   age60_79    46|115     
 87218  recovered   age60_79    53|75      
 87219  recovered   age60_79    58|78      
 87225  recovered   age60_79    69|87      
 87228  recovered   age60_79    99|121     
 87231  recovered   age60_79    61|85      
 87235  recovered   age60_79    60|77      
 87238  recovered   age60_79    58|73      
 87239  recovered   age60_79    45|71      
 87241  recovered   age60_79    60|84      
 87242  recovered   age60_79    51|61      
 87246  recovered   age60_79    50|100     
 87251  recovered   age60_79    57|92      
 87257  recovered   age60_79    56|72      
 87259  recovered   age60_79    52|74      
 87266  recovered   age60_79    31|72      
 87274  recovered   age60_79    58|74      
 87275  recovered   age60_79    61|78      
 87279  recovered   age60_79    60|85      
 87280  recovered   age60_79    46|64      
 87282  recovered   age60_79    57|67|88   
 87284  recovered   age60_79    57|75      
 87311  recovered   age60_79    51|70|80   
 87313  recovered   age60_79    50|63      
 87314  recovered   age60_79    37|77      
 87315  recovered   age60_79    44|56      
 87324  recovered   age60_79    51|73      
 87325  recovered   age60_79    50|66      
 87330  recovered   age60_79    32|65      
 87334  recovered   age60_79    72|99      
 87336  recovered   age60_79    40|85      
 87337  recovered   age60_79    37|102|115 
 87343  recovered   age60_79    43|69      
 87345  recovered   age60_79    42|69      
 87350  recovered   age60_79    50|65      
 87353  recovered   age60_79    55|79      
 87354  recovered   age60_79    54|65      
 87355  recovered   age60_79    40|83      
 87357  recovered   age60_79    38|53|95   
 87363  recovered   age60_79    66|83      
 87371  recovered   age60_79    55|75      
 87380  recovered   age60_79    59|82      
 87381  recovered   age60_79    54|93      
 87394  recovered   age60_79    43|82|96   
 87399  recovered   age60_79    58|86      
 87401  recovered   age60_79    48|70      
 87405  recovered   age60_79    38|87      
 87406  recovered   age60_79    44|62|75   
 87407  recovered   age60_79    56|67      
 87408  recovered   age60_79    58|87      
 87409  recovered   age60_79    33|63|97   
 87420  recovered   age60_79    66|96      
 87422  recovered   age60_79    40|76      
 87425  recovered   age60_79    44|58|77   
 87426  recovered   age60_79    41|53|74   
 87429  recovered   age60_79    56|102     
 87437  recovered   age60_79    52|88      
 87438  recovered   age60_79    60|72      
 87444  recovered   age60_79    49|69      
 87445  recovered   age60_79    59|80      
 87447  recovered   age60_79    60|82      
 87449  recovered   age60_79    65|77      
 87461  recovered   age60_79    42|54      
 87463  recovered   age60_79    49|63|74   
 87464  recovered   age60_79    71|87      
 87485  recovered   age60_79    52|74      
 87487  recovered   age60_79    48|69|87   
 87489  recovered   age60_79    56|67      
 87490  recovered   age60_79    59|103     
 87495  recovered   age60_79    53|80      
 87496  recovered   age60_79    61|79      
 87498  recovered   age60_79    18|94      
 87507  recovered   age60_79    43|58      
 87514  recovered   age60_79    56|72      
 87515  recovered   age60_79    50|74      
 87516  recovered   age60_79    61|84      
 87517  recovered   age60_79    60|81      
 87519  recovered   age60_79    63|78      
 87531  recovered   age60_79    57|69|83   
 87544  recovered   age60_79    63|74      
 87555  recovered   age60_79    46|103     
 87557  recovered   age60_79    48|80      
 87558  recovered   age60_79    49|67      
 87564  recovered   age60_79    56|66      
 87566  recovered   age60_79    57|72      
 87567  recovered   age60_79    58|68      
 87569  recovered   age60_79    46|69      
 87579  recovered   age60_79    51|67      
 87581  recovered   age60_79    75|106     
 87585  recovered   age60_79    56|74      
 87586  recovered   age60_79    53|67      
 87587  recovered   age60_79    67|156     
 87589  recovered   age60_79    44|70      
 87594  recovered   age60_79    54|83      
 87595  recovered   age60_79    75|88      
 87597  recovered   age60_79    80|113     
 87598  recovered   age60_79    78|94      
 87605  recovered   age60_79    56|81      
 87606  recovered   age60_79    71|88      
 87612  recovered   age60_79    57|83      
 87618  recovered   age60_79    63|74      
 87620  recovered   age60_79    61|84      
 87626  recovered   age60_79    56|72      
 87628  recovered   age60_79    62|83      
 87633  recovered   age60_79    58|69      
 87635  recovered   age60_79    64|80|100  
 87638  recovered   age60_79    47|59|71   
 87640  recovered   age60_79    39|62      
 87652  recovered   age60_79    62|80      
 87655  recovered   age60_79    40|68      
 87661  recovered   age60_79    48|62      
 87665  recovered   age60_79    44|64      
 87670  recovered   age60_79    50|104     
 87690  recovered   age60_79    66|82      
 87691  recovered   age60_79    62|82      
 87698  recovered   age60_79    51|62      
 87699  recovered   age60_79    51|81      
 87700  recovered   age60_79    48|87      
 87704  recovered   age60_79    60|76      
 87706  recovered   age60_79    49|74      
 87709  recovered   age60_79    45|77      
 87712  recovered   age60_79    51|79      
 87718  recovered   age60_79    45|75|85   
 87729  recovered   age60_79    52|70      
 87730  recovered   age60_79    24|83      
 87743  recovered   age60_79    54|64      
 87744  recovered   age60_79    52|62|75   
 87747  recovered   age60_79    53|105     
 87748  recovered   age60_79    74|84      
 87750  recovered   age60_79    49|76      
 87751  recovered   age60_79    45|93      
 87752  recovered   age60_79    65|84      
 87753  recovered   age60_79    49|66|93   
 87758  recovered   age60_79    58|83      
 87761  recovered   age60_79    39|95      
 87762  recovered   age60_79    56|71      
 87765  recovered   age60_79    64|85      
 87766  recovered   age60_79    60|81      
 87768  recovered   age60_79    44|69|88   
 87773  recovered   age60_79    54|74      
 87774  recovered   age60_79    58|81      
 87783  recovered   age60_79    30|64|87   
 87786  recovered   age60_79    67|84      
 87787  recovered   age60_79    64|103     
 87800  recovered   age60_79    56|68      
 87801  recovered   age60_79    73|89      
 87804  recovered   age60_79    40|58      
 87806  recovered   age60_79    56|74      
 87807  recovered   age60_79    53|74|92   
 87814  recovered   age60_79    52|75      
 87818  recovered   age60_79    71|87      
 87821  recovered   age60_79    33|69      
 87823  recovered   age60_79    53|65      
 87824  recovered   age60_79    67|89      
 87833  recovered   age60_79    56|78      
 87836  recovered   age60_79    64|82      
 87840  recovered   age60_79    41|59      
 87841  recovered   age60_79    55|68      
 87848  recovered   age60_79    57|72      
 87855  recovered   age60_79    40|61      
 87858  recovered   age60_79    56|83      
 87862  recovered   age60_79    49|85      
 87868  recovered   age60_79    54|77|92   
 87872  recovered   age60_79    53|94      
 87874  recovered   age60_79    67|89      
 87876  recovered   age60_79    48|76      
 87878  recovered   age60_79    45|65|82   
 87880  recovered   age60_79    46|68      
 87884  recovered   age60_79    40|64      
 87885  recovered   age60_79    41|108     
 87891  recovered   age60_79    51|72      
 87892  recovered   age60_79    53|78      
 87896  recovered   age60_79    48|116     
 87898  recovered   age60_79    78|94      
 87901  recovered   age60_79    50|81      
 87903  recovered   age60_79    62|78      
 87904  recovered   age60_79    56|78      
 87905  recovered   age60_79    53|74      
 87908  recovered   age60_79    58|73      
 87909  recovered   age60_79    42|89      
 87910  recovered   age60_79    53|83      
 87911  recovered   age60_79    51|62      
 87912  recovered   age60_79    50|82      
 87913  recovered   age60_79    56|71      
 87916  recovered   age60_79    41|64      
 87921  recovered   age60_79    50|74      
 87922  recovered   age60_79    56|85      
 87926  recovered   age60_79    50|64      
 87930  recovered   age60_79    55|81|94   
 87938  recovered   age60_79    62|74      
 87940  recovered   age60_79    68|83      
 87944  recovered   age60_79    47|104     
 87945  recovered   age60_79    50|71      
 87949  recovered   age60_79    71|100     
 87951  recovered   age60_79    25|45|63   
 87952  recovered   age60_79    59|113     
 87958  recovered   age60_79    61|80      
 87963  recovered   age60_79    50|71      
 87973  recovered   age60_79    69|82      
 87978  recovered   age60_79    57|69      
 87980  recovered   age60_79    45|71      
 87982  recovered   age60_79    60|90      
 87989  recovered   age60_79    43|65      
 87992  recovered   age60_79    55|147     
 87994  recovered   age60_79    62|90      
 87996  recovered   age60_79    64|79      
 87998  recovered   age60_79    52|94      
 88000  recovered   age60_79    53|69      
 88002  recovered   age60_79    54|91      
 88006  recovered   age60_79    56|96      
 88007  recovered   age60_79    58|82      
 88009  recovered   age60_79    65|93      
 88011  recovered   age60_79    56|103     
 88024  recovered   age60_79    59|75      
 88027  recovered   age60_79    73|85      
 88030  recovered   age60_79    50|65      
 88036  recovered   age60_79    31|76      
 88037  recovered   age60_79    51|67      
 88040  recovered   age60_79    59|77      
 88044  recovered   age60_79    49|67      
 88045  recovered   age60_79    58|117     
 88046  recovered   age60_79    64|89      
 88051  recovered   age60_79    58|74      
 88059  recovered   age60_79    72|82      
 88068  recovered   age60_79    46|84|101  
 88070  recovered   age60_79    53|78      
 88082  recovered   age60_79    54|70      
 88090  recovered   age60_79    43|73      
 88091  recovered   age60_79    48|68      
 88092  recovered   age60_79    65|92      
 88097  recovered   age60_79    43|59      
 88098  recovered   age60_79    54|66      
 88105  recovered   age60_79    43|60      
 88106  recovered   age60_79    53|86      
 88108  recovered   age60_79    49|65      
 88112  recovered   age60_79    43|54|100  
 88116  recovered   age60_79    53|72      
 88117  recovered   age60_79    51|79      
 88120  recovered   age60_79    62|88      
 88122  recovered   age60_79    22|70      
 88131  recovered   age60_79    49|59      
 88132  recovered   age60_79    67|84      
 88134  recovered   age60_79    66|81      
 88135  recovered   age60_79    70|85      
 88137  recovered   age60_79    56|85|100  
 88139  recovered   age60_79    56|75      
 88140  recovered   age60_79    48|76      
 88143  recovered   age60_79    52|62      
 88145  recovered   age60_79    58|80      
 88147  recovered   age60_79    55|75      
 88148  recovered   age60_79    56|76      
 88149  recovered   age60_79    55|72      
 88160  recovered   age60_79    54|71      
 88168  recovered   age60_79    72|110     
 88179  recovered   age60_79    52|96      
 88191  recovered   age60_79    62|88      
 88195  recovered   age60_79    50|78      
 88201  recovered   age60_79    55|92      
 88202  recovered   age60_79    52|69      
 88214  recovered   age60_79    67|80      
 88219  recovered   age60_79    59|82      
 88223  recovered   age60_79    51|68      
 88224  recovered   age60_79    46|57      
 88225  recovered   age60_79    55|66      
 88231  recovered   age60_79    56|78      
 88232  recovered   age60_79    43|93      
 88233  recovered   age60_79    49|71      
 88241  recovered   age60_79    48|59      
 88242  recovered   age60_79    46|64      
 88247  recovered   age60_79    56|77      
 88250  recovered   age60_79    74|85      
 88255  recovered   age60_79    62|83      
 88261  recovered   age60_79    51|74      
 88263  recovered   age60_79    59|74      
 88264  recovered   age60_79    72|133     
 88266  recovered   age60_79    53|76      
 88267  recovered   age60_79    51|74      
 88268  recovered   age60_79    72|86      
 88275  recovered   age60_79    56|74      
 88281  recovered   age60_79    53|79      
 88286  recovered   age60_79    47|69|84   
 88287  recovered   age60_79    82|100     
 88292  recovered   age60_79    50|70      
 88293  recovered   age60_79    57|72|129  
 88305  recovered   age60_79    51|73|99   
 88310  recovered   age60_79    65|81|108  
 88312  recovered   age60_79    62|77      
 88316  recovered   age60_79    57|77      
 88317  recovered   age60_79    61|79      
 88322  recovered   age60_79    57|77      
 88323  recovered   age60_79    56|75      
 88325  recovered   age60_79    58|89      
 88332  recovered   age60_79    42|68      
 88335  recovered   age60_79    56|68      
 88336  recovered   age60_79    58|103     
 88338  recovered   age60_79    51|66      
 88346  recovered   age60_79    85|98      
 88359  recovered   age60_79    39|63      
 88364  recovered   age60_79    60|84      
 88368  recovered   age60_79    45|92      
 88370  recovered   age60_79    57|80      
 88371  recovered   age60_79    57|75      
 88376  recovered   age60_79    65|79      
 88377  recovered   age60_79    48|72      
 88378  recovered   age60_79    59|79      
 88381  recovered   age60_79    69|95      
 88385  recovered   age60_79    53|115     
 88396  recovered   age60_79    53|69      
 88407  recovered   age60_79    50|82      
 88410  recovered   age60_79    49|69      
 88411  recovered   age60_79    56|87      
 88415  recovered   age60_79    44|64      
 88417  recovered   age60_79    53|74      
 88418  recovered   age60_79    62|79      
 88424  recovered   age60_79    56|98      
 88425  recovered   age60_79    68|107     
 88426  recovered   age60_79    61|91      
 88429  recovered   age60_79    58|74|89   
 88433  recovered   age60_79    51|76      
 88443  recovered   age60_79    48|67|99   
 88447  recovered   age60_79    59|69      
 88450  recovered   age60_79    61|81      
 88455  recovered   age60_79    68|78      
 88457  recovered   age60_79    34|58|73   
 88458  recovered   age60_79    47|88      
 88461  recovered   age60_79    50|70      
 88462  recovered   age60_79    44|83      
 88463  recovered   age60_79    56|69      
 88465  recovered   age60_79    47|75      
 88466  recovered   age60_79    49|60|78   
 88467  recovered   age60_79    57|67      
 88469  recovered   age60_79    59|81      
 88473  recovered   age60_79    48|63      
 88476  recovered   age60_79    47|72      
 88478  recovered   age60_79    55|65      
 88480  recovered   age60_79    59|79      
 88481  recovered   age60_79    59|76      
 88482  recovered   age60_79    66|81      
 88486  recovered   age60_79    46|56|66|83
 88495  recovered   age60_79    46|75      
 88500  recovered   age60_79    56|98      
 88507  recovered   age60_79    63|89      
 88508  recovered   age60_79    45|57      
 88509  recovered   age60_79    47|66|116  
 88515  recovered   age60_79    47|62|71   
 88516  recovered   age60_79    48|87      
 88524  recovered   age60_79    47|68      
 88527  recovered   age60_79    50|62      
 88530  recovered   age60_79    50|79      
 88540  recovered   age60_79    53|64      
 88541  recovered   age60_79    60|119     
 88544  recovered   age60_79    63|73      
 88545  recovered   age60_79    49|64      
 88549  recovered   age60_79    73|88      
 88550  recovered   age60_79    55|76      
 88552  recovered   age60_79    50|91      
 88560  recovered   age60_79    74|103     
 88562  recovered   age60_79    47|78      
 88567  recovered   age60_79    50|62      
 88572  recovered   age60_79    61|83      
 88573  recovered   age60_79    63|102     
 88577  recovered   age60_79    45|70      
 88578  recovered   age60_79    67|78      
 88582  recovered   age60_79    68|92      
 88584  recovered   age60_79    52|79      
 88587  recovered   age60_79    56|98      
 88588  recovered   age60_79    55|89      
 88591  recovered   age60_79    52|75      
 88592  recovered   age60_79    66|85      
 88598  recovered   age60_79    55|72      
 88605  recovered   age60_79    67|90      
 88610  recovered   age60_79    50|71      
 88616  recovered   age60_79    44|64      
 88623  recovered   age60_79    44|77      
 88624  recovered   age60_79    44|72      
 88632  recovered   age60_79    64|86      
 88633  recovered   age60_79    47|63      
 88648  recovered   age60_79    47|58      
 88655  recovered   age60_79    83|103     
 88661  recovered   age60_79    49|100     
 88668  recovered   age60_79    64|77      
 88672  recovered   age60_79    38|65|78   
 88674  recovered   age60_79    60|74      
 88675  recovered   age60_79    58|76      
 88676  recovered   age60_79    54|70|118  
 88679  recovered   age60_79    51|61|77   
 88681  recovered   age60_79    56|89      
 88683  recovered   age60_79    56|66      
 88692  recovered   age60_79    36|80      
 88693  recovered   age60_79    70|83      
 88698  recovered   age60_79    68|81      
 88701  recovered   age60_79    49|71      
 88711  recovered   age60_79    63|73|87   
 88713  recovered   age60_79    48|60      
 88716  recovered   age60_79    48|68      
 88721  recovered   age60_79    42|64      
 88723  recovered   age60_79    55|75      
 88729  recovered   age60_79    49|71      
 88730  recovered   age60_79    47|68|97   
 88735  recovered   age60_79    54|69      
 88746  recovered   age60_79    43|62      
 88751  recovered   age60_79    46|84      
 88754  recovered   age60_79    54|74      
 88755  recovered   age60_79    62|82      
 88759  recovered   age60_79    53|69      
 88760  recovered   age60_79    48|66      
 88765  recovered   age60_79    62|80      
 88772  recovered   age60_79    96|110     
 88780  recovered   age60_79    41|62      
 88783  recovered   age60_79    55|69|82   
 88784  recovered   age60_79    37|78      
 88785  recovered   age60_79    55|71      
 88791  recovered   age60_79    54|83      
 88794  recovered   age60_79    52|64|113  
 88795  recovered   age60_79    56|77      
 88797  recovered   age60_79    56|84      
 88802  recovered   age60_79    50|67      
 88805  recovered   age60_79    52|70      
 88814  recovered   age60_79    56|71      
 88815  recovered   age60_79    40|57      
 88817  recovered   age60_79    53|95      
 88822  recovered   age60_79    67|84      
 88831  recovered   age60_79    61|76      
 88834  recovered   age60_79    75|100     
 88838  recovered   age60_79    59|81      
 88839  recovered   age60_79    75|92      
 88846  recovered   age60_79    58|70      
 88849  recovered   age60_79    43|60|90   
 88850  recovered   age60_79    54|73      
 88852  recovered   age60_79    31|60      
 88864  recovered   age60_79    56|72      
 88866  recovered   age60_79    44|59      
 88868  recovered   age60_79    30|81      
 88871  recovered   age60_79    63|87      
 88872  recovered   age60_79    64|85      
 88874  recovered   age60_79    52|71      
 88878  recovered   age60_79    55|70      
 88879  recovered   age60_79    51|68      
 88885  recovered   age60_79    77|87      
 88897  recovered   age60_79    65|76      
 88898  recovered   age60_79    55|75      
 88901  recovered   age60_79    54|70      
 88907  recovered   age60_79    58|78|97   
 88908  recovered   age60_79    56|102     
 88910  recovered   age60_79    58|81      
 88916  recovered   age60_79    67|91      
 88936  recovered   age60_79    50|72|87   
 88941  recovered   age60_79    51|64|76   
 88942  recovered   age60_79    62|73      
 88947  recovered   age60_79    62|72|82   
 88948  recovered   age60_79    47|76      
 88950  recovered   age60_79    50|70      
 88952  recovered   age60_79    57|68      
 88953  recovered   age60_79    51|73      
 88954  recovered   age60_79    48|119     
 88956  recovered   age60_79    59|75      
 88961  recovered   age60_79    53|69      
 88980  recovered   age60_79    63|83      
 88988  recovered   age60_79    59|146     
 88991  recovered   age60_79    57|70      
 88993  recovered   age60_79    35|60      
 88996  recovered   age60_79    53|94      
 89000  recovered   age60_79    64|92      
 89011  recovered   age60_79    44|64      
 89014  recovered   age60_79    62|75      
 89020  recovered   age60_79    64|80      
 89023  recovered   age60_79    52|72      
 89024  recovered   age60_79    63|75      
 89029  recovered   age60_79    55|82      
 89033  recovered   age60_79    71|89      
 89035  recovered   age60_79    45|79      
 89039  recovered   age60_79    62|107     
 89042  recovered   age60_79    59|91      
 89050  recovered   age60_79    56|80      
 89053  recovered   age60_79    57|68      
 89059  recovered   age60_79    68|94      
 89064  recovered   age60_79    53|75      
 89068  recovered   age60_79    65|85      
 89069  recovered   age60_79    48|61|79   
 89074  recovered   age60_79    52|62      
 89075  recovered   age60_79    62|101     
 89086  recovered   age60_79    57|73      
 89087  recovered   age60_79    54|91      
 89093  recovered   age60_79    46|63      
 89094  recovered   age60_79    36|62      
 89095  recovered   age60_79    66|99      
 89098  recovered   age60_79    27|39      
 89104  recovered   age60_79    50|66      
 89109  recovered   age60_79    57|74|91   
 89118  recovered   age60_79    48|63|102  
 89121  recovered   age60_79    56|121     
 89122  recovered   age60_79    36|58      
 89127  recovered   age60_79    39|79      
 89130  recovered   age60_79    51|74|86   
 89132  recovered   age60_79    52|95      
 89147  recovered   age60_79    44|65      
 89153  recovered   age60_79    68|82      
 89155  recovered   age60_79    50|70      
 89157  recovered   age60_79    46|62      
 89165  recovered   age60_79    59|72      
 89172  recovered   age60_79    50|67      
 89173  recovered   age60_79    47|88      
 89178  recovered   age60_79    60|70|93   
 89179  recovered   age60_79    45|63      
 89184  recovered   age60_79    54|69      
 89193  recovered   age60_79    57|108     
 89197  recovered   age60_79    59|79      
 89206  recovered   age60_79    41|58      
 89209  recovered   age60_79    33|64      
 89210  recovered   age60_79    52|103     
 89223  recovered   age60_79    60|80      
 89225  recovered   age60_79    60|81      
 89227  recovered   age60_79    59|75      
 89228  recovered   age60_79    43|77      
 89233  recovered   age60_79    35|83      
 89237  recovered   age60_79    62|82|162  
 89243  recovered   age60_79    44|64      
 89246  recovered   age60_79    39|56      
 89252  recovered   age60_79    28|123     
 89253  recovered   age60_79    55|69      
 89256  recovered   age60_79    50|69      
 89258  recovered   age60_79    55|80|96|12
 89259  recovered   age60_79    61|97      
 89262  recovered   age60_79    38|73      
 89267  recovered   age60_79    58|68      
 89271  recovered   age60_79    68|78      
 89281  recovered   age60_79    61|83      
 89284  recovered   age60_79    62|77      
 89288  recovered   age60_79    69|89      
 89290  recovered   age60_79    50|83      
 89295  recovered   age60_79    54|71      
 89298  recovered   age60_79    51|81      
 89299  recovered   age60_79    53|67      
 89303  recovered   age60_79    59|80      
 89305  recovered   age60_79    51|64      
 89306  recovered   age60_79    56|71      
 89307  recovered   age60_79    48|71      
 89309  recovered   age60_79    48|83      
 89316  recovered   age60_79    49|64      
 89319  recovered   age60_79    58|95      
 89325  recovered   age60_79    56|68      
 89327  recovered   age60_79    52|64      
 89328  recovered   age60_79    46|67      
 89329  recovered   age60_79    42|65      
 89332  recovered   age60_79    59|75      
 89334  recovered   age60_79    63|83      
 89337  recovered   age60_79    62|78      
 89339  recovered   age60_79    43|74      
 89340  recovered   age60_79    54|66      
 89344  recovered   age60_79    56|68      
 89356  recovered   age60_79    59|80      
 89357  recovered   age60_79    53|73|88   
 89364  recovered   age60_79    56|78      
 89366  recovered   age60_79    58|77      
 89370  recovered   age60_79    43|62|72   
 89375  recovered   age60_79    60|77      
 89377  recovered   age60_79    49|84      
 89378  recovered   age60_79    60|85      
 89384  recovered   age60_79    54|79      
 89390  recovered   age60_79    58|74      
 89391  recovered   age60_79    64|94      
 89392  recovered   age60_79    70|90      
 89394  recovered   age60_79    61|84|95   
 89396  recovered   age60_79    51|68      
 89400  recovered   age60_79    55|69      
 89402  recovered   age60_79    75|92      
 89403  recovered   age60_79    51|77      
 89406  recovered   age60_79    46|61      
 89412  recovered   age60_79    50|63|83   
 89416  recovered   age60_79    51|71      
 89422  recovered   age60_79    59|148     
 89436  recovered   age60_79    56|75      
 89437  recovered   age60_79    59|110     
 89438  recovered   age60_79    48|74      
 89446  recovered   age60_79    42|58|72   
 89457  recovered   age60_79    55|73      
 89458  recovered   age60_79    48|62      
 89462  recovered   age60_79    57|78      
 89469  recovered   age60_79    68|91      
 89483  recovered   age60_79    63|98      
 89486  recovered   age60_79    47|74      
 89487  recovered   age60_79    60|74      
 89493  recovered   age60_79    45|70      
 89494  recovered   age60_79    62|89      
 89497  recovered   age60_79    52|68      
 89498  recovered   age60_79    50|89|107  
 89499  recovered   age60_79    53|84      
 89502  recovered   age60_79    39|71      
 89506  recovered   age60_79    62|72      
 89513  recovered   age60_79    54|77      
 89518  recovered   age60_79    49|78      
 89519  recovered   age60_79    78|99      
 89525  recovered   age60_79    58|79      
 89526  recovered   age60_79    45|76      
 89527  recovered   age60_79    57|74      
 89530  recovered   age60_79    57|71      
 89531  recovered   age60_79    58|83      
 89534  recovered   age60_79    48|101     
 89538  recovered   age60_79    62|74      
 89539  recovered   age60_79    70|80      
 89544  recovered   age60_79    52|99      
 89545  recovered   age60_79    48|92      
 89549  recovered   age60_79    52|73      
 89560  recovered   age60_79    55|74      
 89572  recovered   age60_79    60|78      
 89573  recovered   age60_79    51|75      
 89574  recovered   age60_79    51|86      
 89578  recovered   age60_79    48|81      
 89579  recovered   age60_79    51|66      
 89582  recovered   age60_79    57|77      
 89585  recovered   age60_79    55|76      
 89586  recovered   age60_79    56|84      
 89588  recovered   age60_79    53|77      
 89591  recovered   age60_79    55|78      
 89593  recovered   age60_79    41|60      
 89607  recovered   age60_79    40|65      
 89611  recovered   age60_79    50|109     
 89612  recovered   age60_79    51|66      
 89626  recovered   age60_79    45|101     
 89634  recovered   age60_79    49|65      
 89635  recovered   age60_79    66|94      
